school,category,parent,name,url,parser,categories
國立臺灣海洋大學,教學單位,海運暨管理學院,海洋觀光管理學士學位學程,https://stm.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,,生命科學院,https://cls.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,生命科學院,食品科學系,https://fs.ntou.edu.tw/p/403-1073-993-1.php?Lang=zh-tw,NTOU_LIST,
國立臺灣海洋大學,教學單位,生命科學院,水產養殖學系,https://aqua.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,生命科學院,生命科學暨生物科技學系,https://biosci.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,生命科學院,海洋生物研究所,https://imb.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,,海洋科學與資源學院,https://cosar.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,海洋科學與資源學院,環境生物與漁業科學學系,https://dfst.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,海洋科學與資源學院,海洋環境資訊系,https://mei.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,海洋科學與資源學院,地球科學研究所,https://geo.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,海洋科學與資源學院,海洋事務與資源管理研究所,https://iamrm.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,海洋科學與資源學院,海洋環境與生態研究所,https://ime.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,海洋科學與資源學院,海洋資源與環境變遷博士學位學程,https://mrec.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,,工學院,https://ce.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,工學院,機械與機電工程學系,https://mme.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,工學院,系統工程暨造船學系,https://se.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,工學院,河海工程學系,https://hreweb.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,工學院,材料工程研究所,https://mse.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,工學院,海洋工程科技博士學位學程,https://doet.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,,電機資訊學院,https://eecs.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,電機資訊學院,電機工程學系,https://ee.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,電機資訊學院,資訊工程學系,https://cse.ntou.edu.tw/p/403-1063-1118-1.php?Lang=zh-tw,NTOU_CSIE,
國立臺灣海洋大學,教學單位,電機資訊學院,通訊與導航工程學系,https://cne.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,電機資訊學院,光電與材料科技學系,https://dope.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,,人文社會科學院,https://chss.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,人文社會科學院,應用經濟研究所,https://iae.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,人文社會科學院,教育研究所,https://ied.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,人文社會科學院,海洋文化研究所,https://ioc.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,人文社會科學院,共同教育中心,https://ge.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,人文社會科學院,應用英語研究所,https://iafe.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,,海洋法律與政策學院,https://colp.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,海洋法律與政策學院,海洋法政學系,https://dlop.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,海洋法律與政策學院,海洋法律研究所,https://iol.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,海洋法律與政策學院,海洋政策碩士學位學程,https://colp.ntou.edu.tw/,GENERIC,
